data_folder,threshold,data_id,seed,pytorch_verified_energy,scipy_reported_energy,energy_difference,scipy_result_file,status
3_data_25000,1e-2,data_5,5,-2303763.957343936,-2303763.957343936,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_5/scipy_5,MATCH
3_data_25000,1e-3,data_1,1,-2342017.6850315332,-2342017.6850315332,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_1/scipy_1,MATCH
3_data_25000,1e-3,data_1,2,-2340968.9965783358,-2340968.9965783358,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_1/scipy_2,MATCH
3_data_25000,1e-3,data_1,3,-2339791.461075306,-2339791.461075306,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_1/scipy_3,MATCH
3_data_25000,1e-3,data_1,4,-2337591.1710323095,-2337591.1710323095,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_1/scipy_4,MATCH
3_data_25000,1e-3,data_1,5,-2341168.534353018,-2341168.534353018,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_1/scipy_5,MATCH
3_data_25000,1e-3,data_2,1,-2304550.732660651,-2304550.732660651,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_2/scipy_1,MATCH
3_data_25000,1e-3,data_2,2,-2304237.365047574,-2304237.365047574,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_2/scipy_2,MATCH
3_data_25000,1e-3,data_2,3,-2300005.986191392,-2300005.986191392,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_2/scipy_3,MATCH
3_data_25000,1e-3,data_2,4,-2307283.2649776936,-2307283.2649776936,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_2/scipy_4,MATCH
3_data_25000,1e-3,data_2,5,-2305211.9565677643,-2305211.9565677643,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_2/scipy_5,MATCH
3_data_25000,1e-3,data_3,1,-2343825.1353690624,-2343825.1353690624,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_3/scipy_1,MATCH
3_data_25000,1e-3,data_3,2,-2338623.75149858,-2338623.75149858,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_3/scipy_2,MATCH
3_data_25000,1e-3,data_3,3,-2346927.7795823812,-2346927.7795823812,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_3/scipy_3,MATCH
3_data_25000,1e-3,data_3,4,-2341870.0575193167,-2341870.0575193167,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_3/scipy_4,MATCH
3_data_25000,1e-3,data_3,5,-2345290.6081978083,-2345290.6081978083,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_3/scipy_5,MATCH
3_data_25000,1e-3,data_4,1,-2342690.5144946575,-2342690.5144946575,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_4/scipy_1,MATCH
3_data_25000,1e-3,data_4,2,-2338469.511741042,-2338469.511741042,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_4/scipy_2,MATCH
3_data_25000,1e-3,data_4,3,-2337700.351431966,-2337700.351431966,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_4/scipy_3,MATCH
3_data_25000,1e-3,data_4,4,-2344347.667072296,-2344347.667072296,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_4/scipy_4,MATCH
3_data_25000,1e-3,data_4,5,-2336696.8754053116,-2336696.8754053116,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_4/scipy_5,MATCH
3_data_25000,1e-3,data_5,1,-2342782.2042719126,-2342782.2042719126,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_5/scipy_1,MATCH
3_data_25000,1e-3,data_5,2,-2348733.9144949913,-2348733.9144949913,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_5/scipy_2,MATCH
3_data_25000,1e-3,data_5,3,-2348539.370715618,-2348539.370715618,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_5/scipy_3,MATCH
3_data_25000,1e-3,data_5,4,-2351528.733685136,-2351528.733685136,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_5/scipy_4,MATCH
3_data_25000,1e-3,data_5,5,-2345049.7903934717,-2345049.7903934717,0.0,../1_solve/solution/3_data_25000/thr_1e-3/data_5/scipy_5,MATCH
3_data_25000,1e-4,data_1,1,-2362326.600376725,-2362326.600376725,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_1/scipy_1,MATCH
3_data_25000,1e-4,data_1,2,-2364241.229103565,-2364241.229103565,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_1/scipy_2,MATCH
3_data_25000,1e-4,data_1,3,-2364126.9778847694,-2364126.9778847694,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_1/scipy_3,MATCH
3_data_25000,1e-4,data_1,4,-2369193.8863999844,-2369193.8863999844,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_1/scipy_4,MATCH
3_data_25000,1e-4,data_1,5,-2362675.590909004,-2362675.590909004,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_1/scipy_5,MATCH
3_data_25000,1e-4,data_2,1,-2334864.1934275627,-2334864.1934275627,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_2/scipy_1,MATCH
3_data_25000,1e-4,data_2,2,-2333570.577317357,-2333570.577317357,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_2/scipy_2,MATCH
3_data_25000,1e-4,data_2,3,-2329848.251458168,-2329848.251458168,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_2/scipy_3,MATCH
3_data_25000,1e-4,data_2,4,-2320344.197211504,-2320344.197211504,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_2/scipy_4,MATCH
3_data_25000,1e-4,data_2,5,-2334035.845282793,-2334035.845282793,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_2/scipy_5,MATCH
3_data_25000,1e-4,data_3,1,-2366218.232574463,-2366218.232574463,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_3/scipy_1,MATCH
3_data_25000,1e-4,data_3,2,-2367179.536548853,-2367179.536548853,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_3/scipy_2,MATCH
3_data_25000,1e-4,data_3,3,-2369568.1786386967,-2369568.1786386967,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_3/scipy_3,MATCH
3_data_25000,1e-4,data_3,4,-2367854.982222438,-2367854.982222438,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_3/scipy_4,MATCH
3_data_25000,1e-4,data_3,5,-2363415.8021063805,-2363415.8021063805,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_3/scipy_5,MATCH
3_data_25000,1e-4,data_4,1,-2370572.412940979,-2370572.412940979,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_4/scipy_1,MATCH
3_data_25000,1e-4,data_4,2,-2363785.757152438,-2363785.757152438,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_4/scipy_2,MATCH
3_data_25000,1e-4,data_4,3,-2363589.9238847494,-2363589.9238847494,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_4/scipy_3,MATCH
3_data_25000,1e-4,data_4,4,-2367749.48854208,-2367749.48854208,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_4/scipy_4,MATCH
3_data_25000,1e-4,data_4,5,-2366770.869807601,-2366770.869807601,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_4/scipy_5,MATCH
3_data_25000,1e-4,data_5,1,-2373672.3904032707,-2373672.3904032707,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_5/scipy_1,MATCH
3_data_25000,1e-4,data_5,2,-2375473.9071571827,-2375473.9071571827,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_5/scipy_2,MATCH
3_data_25000,1e-4,data_5,3,-2375479.603050232,-2375479.603050232,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_5/scipy_3,MATCH
3_data_25000,1e-4,data_5,4,-2374399.94486928,-2374399.94486928,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_5/scipy_4,MATCH
3_data_25000,1e-4,data_5,5,-2370073.5875462294,-2370073.5875462294,0.0,../1_solve/solution/3_data_25000/thr_1e-4/data_5/scipy_5,MATCH
3_data_25000,1e-5,data_1,1,-2373242.5825995207,-2373242.5825995207,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_1/scipy_1,MATCH
3_data_25000,1e-5,data_1,2,-2370243.9580699205,-2370243.9580699205,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_1/scipy_2,MATCH
3_data_25000,1e-5,data_1,3,-2372879.504750371,-2372879.504750371,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_1/scipy_3,MATCH
3_data_25000,1e-5,data_1,4,-2376139.3241499662,-2376139.3241499662,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_1/scipy_4,MATCH
3_data_25000,1e-5,data_1,5,-2370669.3549306393,-2370669.3549306393,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_1/scipy_5,MATCH
3_data_25000,1e-5,data_2,1,-2335973.3967422247,-2335973.3967422247,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_2/scipy_1,MATCH
3_data_25000,1e-5,data_2,2,-2337762.452247143,-2337762.452247143,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_2/scipy_2,MATCH
3_data_25000,1e-5,data_2,3,-2336554.2428712845,-2336554.2428712845,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_2/scipy_3,MATCH
3_data_25000,1e-5,data_2,4,-2337858.849567771,-2337858.849567771,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_2/scipy_4,MATCH
3_data_25000,1e-5,data_2,5,-2344916.2330904007,-2344916.2330904007,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_2/scipy_5,MATCH
3_data_25000,1e-5,data_3,1,-2376934.322106242,-2376934.322106242,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_3/scipy_1,MATCH
3_data_25000,1e-5,data_3,2,-2376845.85187304,-2376845.85187304,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_3/scipy_2,MATCH
3_data_25000,1e-5,data_3,3,-2375721.423113227,-2375721.423113227,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_3/scipy_3,MATCH
3_data_25000,1e-5,data_3,4,-2375457.5318022966,-2375457.5318022966,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_3/scipy_4,MATCH
3_data_25000,1e-5,data_3,5,-2375717.27761209,-2375717.27761209,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_3/scipy_5,MATCH
3_data_25000,1e-5,data_4,1,-2370572.412940979,-2370572.412940979,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_4/scipy_1,MATCH
3_data_25000,1e-5,data_4,2,-2371576.2018307447,-2371576.2018307447,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_4/scipy_2,MATCH
3_data_25000,1e-5,data_4,3,-2374817.1387438774,-2374817.1387438774,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_4/scipy_3,MATCH
3_data_25000,1e-5,data_4,4,-2374674.7685394287,-2374674.7685394287,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_4/scipy_4,MATCH
3_data_25000,1e-5,data_4,5,-2378230.326507449,-2378230.326507449,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_4/scipy_5,MATCH
3_data_25000,1e-5,data_5,1,-2379284.206145406,-2379284.206145406,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_5/scipy_1,MATCH
3_data_25000,1e-5,data_5,2,-2380243.2501677275,-2380243.2501677275,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_5/scipy_2,MATCH
3_data_25000,1e-5,data_5,3,-2381770.1121947765,-2381770.1121947765,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_5/scipy_3,MATCH
3_data_25000,1e-5,data_5,4,-2374399.94486928,-2374399.94486928,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_5/scipy_4,MATCH
3_data_25000,1e-5,data_5,5,-2379165.257769823,-2379165.257769823,0.0,../1_solve/solution/3_data_25000/thr_1e-5/data_5/scipy_5,MATCH
3_data_25000,1e-6,data_1,1,-2382444.4907232523,-2382444.4907232523,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_1/scipy_1,MATCH
3_data_25000,1e-6,data_1,2,-2376998.503909111,-2376998.503909111,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_1/scipy_2,MATCH
3_data_25000,1e-6,data_1,3,-2381228.709066391,-2381228.709066391,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_1/scipy_3,MATCH
3_data_25000,1e-6,data_1,4,-2376701.350202203,-2376701.350202203,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_1/scipy_4,MATCH
3_data_25000,1e-6,data_1,5,-2379974.6684479713,-2379974.6684479713,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_1/scipy_5,MATCH
3_data_25000,1e-6,data_2,1,-2346814.8280597925,-2346814.8280597925,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_2/scipy_1,MATCH
3_data_25000,1e-6,data_2,2,-2345413.4625496864,-2345413.4625496864,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_2/scipy_2,MATCH
3_data_25000,1e-6,data_2,3,-2345903.4741876125,-2345903.4741876125,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_2/scipy_3,MATCH
3_data_25000,1e-6,data_2,4,-2344383.2833594084,-2344383.2833594084,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_2/scipy_4,MATCH
3_data_25000,1e-6,data_2,5,-2349905.8144928217,-2349905.8144928217,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_2/scipy_5,MATCH
3_data_25000,1e-6,data_3,1,-2376934.322106242,-2376934.322106242,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_3/scipy_1,MATCH
3_data_25000,1e-6,data_3,2,-2381151.3427485228,-2381151.3427485228,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_3/scipy_2,MATCH
3_data_25000,1e-6,data_3,3,-2383134.2828714848,-2383134.2828714848,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_3/scipy_3,MATCH
3_data_25000,1e-6,data_3,4,-2383108.120126009,-2383108.120126009,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_3/scipy_4,MATCH
3_data_25000,1e-6,data_3,5,-2387140.560763836,-2387140.560763836,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_3/scipy_5,MATCH
3_data_25000,1e-6,data_4,1,-2386337.02073431,-2386337.02073431,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_4/scipy_1,MATCH
3_data_25000,1e-6,data_4,2,-2379339.0410175323,-2379339.0410175323,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_4/scipy_2,MATCH
3_data_25000,1e-6,data_4,3,-2384230.523261428,-2384230.523261428,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_4/scipy_3,MATCH
3_data_25000,1e-6,data_4,4,-2388473.511835456,-2388473.511835456,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_4/scipy_4,MATCH
3_data_25000,1e-6,data_4,5,-2382578.04813385,-2382578.04813385,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_4/scipy_5,MATCH
3_data_25000,1e-6,data_5,1,-2391106.1966222525,-2391106.1966222525,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_5/scipy_1,MATCH
3_data_25000,1e-6,data_5,2,-2392087.1427241564,-2392087.1427241564,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_5/scipy_2,MATCH
3_data_25000,1e-6,data_5,3,-2389795.757612705,-2389795.757612705,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_5/scipy_3,MATCH
3_data_25000,1e-6,data_5,4,-2390033.419911027,-2390033.419911027,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_5/scipy_4,MATCH
3_data_25000,1e-6,data_5,5,-2389969.2892827988,-2389969.2892827988,0.0,../1_solve/solution/3_data_25000/thr_1e-6/data_5/scipy_5,MATCH
